geoname,state,county,place,tract,bg,geonum,b01003001,b01003_moe001
Geographic Area Name,State FIPS,County FIPS,Place FIPS,Tract FIPS,BG FIPS,Unique ID,Total,
"Block Group 1, Census Tract 9703, Lafayette County, Wisconsin",55,65,,970300,1,1550659703001,1303,121
"Block Group 2, Census Tract 9703, Lafayette County, Wisconsin",55,65,,970300,2,1550659703002,730,100
"Block Group 3, Census Tract 9703, Lafayette County, Wisconsin",55,65,,970300,3,1550659703003,1294,140
"Block Group 1, Census Tract 9704, Lafayette County, Wisconsin",55,65,,970400,1,1550659704001,860,107
"Block Group 2, Census Tract 9704, Lafayette County, Wisconsin",55,65,,970400,2,1550659704002,1232,117
"Block Group 3, Census Tract 9704, Lafayette County, Wisconsin",55,65,,970400,3,1550659704003,1036,101
"Block Group 1, Census Tract 9705, Lafayette County, Wisconsin",55,65,,970500,1,1550659705001,1341,116
"Block Group 2, Census Tract 9705, Lafayette County, Wisconsin",55,65,,970500,2,1550659705002,820,74
"Block Group 3, Census Tract 9705, Lafayette County, Wisconsin",55,65,,970500,3,1550659705003,1048,103
"Block Group 1, Census Tract 9601, Langlade County, Wisconsin",55,67,,960100,1,1550679601001,689,114
"Block Group 2, Census Tract 9601, Langlade County, Wisconsin",55,67,,960100,2,1550679601002,580,118
"Block Group 3, Census Tract 9601, Langlade County, Wisconsin",55,67,,960100,3,1550679601003,722,104
"Block Group 4, Census Tract 9601, Langlade County, Wisconsin",55,67,,960100,4,1550679601004,819,100
"Block Group 1, Census Tract 9603, Langlade County, Wisconsin",55,67,,960300,1,1550679603001,909,132
"Block Group 2, Census Tract 9603, Langlade County, Wisconsin",55,67,,960300,2,1550679603002,642,101
"Block Group 3, Census Tract 9603, Langlade County, Wisconsin",55,67,,960300,3,1550679603003,1148,120
"Block Group 1, Census Tract 9604, Langlade County, Wisconsin",55,67,,960400,1,1550679604001,1151,107
"Block Group 2, Census Tract 9604, Langlade County, Wisconsin",55,67,,960400,2,1550679604002,1191,118
"Block Group 3, Census Tract 9604, Langlade County, Wisconsin",55,67,,960400,3,1550679604003,1467,134
"Block Group 1, Census Tract 9605, Langlade County, Wisconsin",55,67,,960500,1,1550679605001,1047,101
"Block Group 2, Census Tract 9605, Langlade County, Wisconsin",55,67,,960500,2,1550679605002,751,89
"Block Group 1, Census Tract 9606, Langlade County, Wisconsin",55,67,,960600,1,1550679606001,1210,261
"Block Group 2, Census Tract 9606, Langlade County, Wisconsin",55,67,,960600,2,1550679606002,693,185
"Block Group 3, Census Tract 9606, Langlade County, Wisconsin",55,67,,960600,3,1550679606003,683,146
"Block Group 4, Census Tract 9606, Langlade County, Wisconsin",55,67,,960600,4,1550679606004,1378,328
"Block Group 5, Census Tract 9606, Langlade County, Wisconsin",55,67,,960600,5,1550679606005,765,212
"Block Group 1, Census Tract 9607, Langlade County, Wisconsin",55,67,,960700,1,1550679607001,1231,245
"Block Group 2, Census Tract 9607, Langlade County, Wisconsin",55,67,,960700,2,1550679607002,786,182
"Block Group 3, Census Tract 9607, Langlade County, Wisconsin",55,67,,960700,3,1550679607003,934,132
"Block Group 4, Census Tract 9607, Langlade County, Wisconsin",55,67,,960700,4,1550679607004,1042,175
"Block Group 1, Census Tract 9601, Lincoln County, Wisconsin",55,69,,960100,1,1550699601001,1449,161
"Block Group 2, Census Tract 9601, Lincoln County, Wisconsin",55,69,,960100,2,1550699601002,777,177
"Block Group 1, Census Tract 9602, Lincoln County, Wisconsin",55,69,,960200,1,1550699602001,1078,232
"Block Group 2, Census Tract 9602, Lincoln County, Wisconsin",55,69,,960200,2,1550699602002,641,186
"Block Group 3, Census Tract 9602, Lincoln County, Wisconsin",55,69,,960200,3,1550699602003,760,328
"Block Group 1, Census Tract 9603, Lincoln County, Wisconsin",55,69,,960300,1,1550699603001,657,128
"Block Group 2, Census Tract 9603, Lincoln County, Wisconsin",55,69,,960300,2,1550699603002,1118,120
"Block Group 1, Census Tract 9604, Lincoln County, Wisconsin",55,69,,960400,1,1550699604001,593,70
"Block Group 2, Census Tract 9604, Lincoln County, Wisconsin",55,69,,960400,2,1550699604002,1228,102
"Block Group 1, Census Tract 9605, Lincoln County, Wisconsin",55,69,,960500,1,1550699605001,1118,133
"Block Group 2, Census Tract 9605, Lincoln County, Wisconsin",55,69,,960500,2,1550699605002,873,136
"Block Group 1, Census Tract 9606, Lincoln County, Wisconsin",55,69,,960600,1,1550699606001,1141,127
"Block Group 2, Census Tract 9606, Lincoln County, Wisconsin",55,69,,960600,2,1550699606002,1827,159
"Block Group 3, Census Tract 9606, Lincoln County, Wisconsin",55,69,,960600,3,1550699606003,1431,156
"Block Group 1, Census Tract 9607, Lincoln County, Wisconsin",55,69,,960700,1,1550699607001,1120,167
"Block Group 2, Census Tract 9607, Lincoln County, Wisconsin",55,69,,960700,2,1550699607002,1747,125
"Block Group 3, Census Tract 9607, Lincoln County, Wisconsin",55,69,,960700,3,1550699607003,1157,110
"Block Group 1, Census Tract 9608, Lincoln County, Wisconsin",55,69,,960800,1,1550699608001,1332,263
"Block Group 2, Census Tract 9608, Lincoln County, Wisconsin",55,69,,960800,2,1550699608002,1355,199
"Block Group 3, Census Tract 9608, Lincoln County, Wisconsin",55,69,,960800,3,1550699608003,756,201
"Block Group 1, Census Tract 9609, Lincoln County, Wisconsin",55,69,,960900,1,1550699609001,949,209
"Block Group 2, Census Tract 9609, Lincoln County, Wisconsin",55,69,,960900,2,1550699609002,897,247
"Block Group 3, Census Tract 9609, Lincoln County, Wisconsin",55,69,,960900,3,1550699609003,1091,234
"Block Group 1, Census Tract 9610, Lincoln County, Wisconsin",55,69,,961000,1,1550699610001,1744,224
"Block Group 2, Census Tract 9610, Lincoln County, Wisconsin",55,69,,961000,2,1550699610002,818,204
"Block Group 3, Census Tract 9610, Lincoln County, Wisconsin",55,69,,961000,3,1550699610003,993,230
"Block Group 1, Census Tract 1, Manitowoc County, Wisconsin",55,71,,100,1,1550710001001,723,237
"Block Group 2, Census Tract 1, Manitowoc County, Wisconsin",55,71,,100,2,1550710001002,1536,227
"Block Group 3, Census Tract 1, Manitowoc County, Wisconsin",55,71,,100,3,1550710001003,767,155
"Block Group 4, Census Tract 1, Manitowoc County, Wisconsin",55,71,,100,4,1550710001004,2162,242
"Block Group 1, Census Tract 2, Manitowoc County, Wisconsin",55,71,,200,1,1550710002001,1494,211
"Block Group 2, Census Tract 2, Manitowoc County, Wisconsin",55,71,,200,2,1550710002002,937,172
"Block Group 1, Census Tract 3, Manitowoc County, Wisconsin",55,71,,300,1,1550710003001,1921,212
"Block Group 2, Census Tract 3, Manitowoc County, Wisconsin",55,71,,300,2,1550710003002,2210,229
"Block Group 3, Census Tract 3, Manitowoc County, Wisconsin",55,71,,300,3,1550710003003,1503,156
"Block Group 1, Census Tract 4, Manitowoc County, Wisconsin",55,71,,400,1,1550710004001,802,182
"Block Group 2, Census Tract 4, Manitowoc County, Wisconsin",55,71,,400,2,1550710004002,747,173
"Block Group 3, Census Tract 4, Manitowoc County, Wisconsin",55,71,,400,3,1550710004003,798,226
"Block Group 4, Census Tract 4, Manitowoc County, Wisconsin",55,71,,400,4,1550710004004,1129,192
"Block Group 5, Census Tract 4, Manitowoc County, Wisconsin",55,71,,400,5,1550710004005,624,263
"Block Group 1, Census Tract 5, Manitowoc County, Wisconsin",55,71,,500,1,1550710005001,734,158
"Block Group 2, Census Tract 5, Manitowoc County, Wisconsin",55,71,,500,2,1550710005002,345,108
"Block Group 3, Census Tract 5, Manitowoc County, Wisconsin",55,71,,500,3,1550710005003,644,194
"Block Group 4, Census Tract 5, Manitowoc County, Wisconsin",55,71,,500,4,1550710005004,1056,278
"Block Group 1, Census Tract 6, Manitowoc County, Wisconsin",55,71,,600,1,1550710006001,910,232
"Block Group 2, Census Tract 6, Manitowoc County, Wisconsin",55,71,,600,2,1550710006002,1054,277
"Block Group 3, Census Tract 6, Manitowoc County, Wisconsin",55,71,,600,3,1550710006003,956,235
"Block Group 4, Census Tract 6, Manitowoc County, Wisconsin",55,71,,600,4,1550710006004,1299,374
"Block Group 5, Census Tract 6, Manitowoc County, Wisconsin",55,71,,600,5,1550710006005,991,201
"Block Group 1, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,1,1550710007001,651,194
"Block Group 2, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,2,1550710007002,877,127
"Block Group 3, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,3,1550710007003,1099,300
"Block Group 4, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,4,1550710007004,790,265
"Block Group 5, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,5,1550710007005,1206,332
"Block Group 6, Census Tract 7, Manitowoc County, Wisconsin",55,71,,700,6,1550710007006,1442,339
"Block Group 1, Census Tract 8, Manitowoc County, Wisconsin",55,71,,800,1,1550710008001,642,229
"Block Group 2, Census Tract 8, Manitowoc County, Wisconsin",55,71,,800,2,1550710008002,1362,194
"Block Group 3, Census Tract 8, Manitowoc County, Wisconsin",55,71,,800,3,1550710008003,1083,227
"Block Group 4, Census Tract 8, Manitowoc County, Wisconsin",55,71,,800,4,1550710008004,1039,221
"Block Group 1, Census Tract 51, Manitowoc County, Wisconsin",55,71,,5100,1,1550710051001,1126,200
"Block Group 2, Census Tract 51, Manitowoc County, Wisconsin",55,71,,5100,2,1550710051002,550,144
"Block Group 3, Census Tract 51, Manitowoc County, Wisconsin",55,71,,5100,3,1550710051003,797,178
"Block Group 1, Census Tract 52, Manitowoc County, Wisconsin",55,71,,5200,1,1550710052001,1729,299
"Block Group 2, Census Tract 52, Manitowoc County, Wisconsin",55,71,,5200,2,1550710052002,640,198
"Block Group 3, Census Tract 52, Manitowoc County, Wisconsin",55,71,,5200,3,1550710052003,939,194
"Block Group 4, Census Tract 52, Manitowoc County, Wisconsin",55,71,,5200,4,1550710052004,983,250
"Block Group 1, Census Tract 53, Manitowoc County, Wisconsin",55,71,,5300,1,1550710053001,754,185
"Block Group 2, Census Tract 53, Manitowoc County, Wisconsin",55,71,,5300,2,1550710053002,799,216
"Block Group 3, Census Tract 53, Manitowoc County, Wisconsin",55,71,,5300,3,1550710053003,538,164
"Block Group 1, Census Tract 54, Manitowoc County, Wisconsin",55,71,,5400,1,1550710054001,717,176
"Block Group 2, Census Tract 54, Manitowoc County, Wisconsin",55,71,,5400,2,1550710054002,955,354
"Block Group 3, Census Tract 54, Manitowoc County, Wisconsin",55,71,,5400,3,1550710054003,876,276
"Block Group 4, Census Tract 54, Manitowoc County, Wisconsin",55,71,,5400,4,1550710054004,721,190
"Block Group 1, Census Tract 101, Manitowoc County, Wisconsin",55,71,,10100,1,1550710101001,899,117
"Block Group 2, Census Tract 101, Manitowoc County, Wisconsin",55,71,,10100,2,1550710101002,1198,96
"Block Group 3, Census Tract 101, Manitowoc County, Wisconsin",55,71,,10100,3,1550710101003,893,102
"Block Group 4, Census Tract 101, Manitowoc County, Wisconsin",55,71,,10100,4,1550710101004,1492,123
"Block Group 1, Census Tract 102, Manitowoc County, Wisconsin",55,71,,10200,1,1550710102001,1481,112
"Block Group 2, Census Tract 102, Manitowoc County, Wisconsin",55,71,,10200,2,1550710102002,1505,127
"Block Group 3, Census Tract 102, Manitowoc County, Wisconsin",55,71,,10200,3,1550710102003,1294,200
"Block Group 4, Census Tract 102, Manitowoc County, Wisconsin",55,71,,10200,4,1550710102004,1409,130
"Block Group 1, Census Tract 103, Manitowoc County, Wisconsin",55,71,,10300,1,1550710103001,1418,140
"Block Group 2, Census Tract 103, Manitowoc County, Wisconsin",55,71,,10300,2,1550710103002,1530,158
"Block Group 3, Census Tract 103, Manitowoc County, Wisconsin",55,71,,10300,3,1550710103003,1493,143
"Block Group 1, Census Tract 104, Manitowoc County, Wisconsin",55,71,,10400,1,1550710104001,915,104
"Block Group 2, Census Tract 104, Manitowoc County, Wisconsin",55,71,,10400,2,1550710104002,1045,116
"Block Group 3, Census Tract 104, Manitowoc County, Wisconsin",55,71,,10400,3,1550710104003,1211,145
"Block Group 4, Census Tract 104, Manitowoc County, Wisconsin",55,71,,10400,4,1550710104004,1351,199
"Block Group 5, Census Tract 104, Manitowoc County, Wisconsin",55,71,,10400,5,1550710104005,1587,127
"Block Group 1, Census Tract 105, Manitowoc County, Wisconsin",55,71,,10500,1,1550710105001,1257,142
"Block Group 2, Census Tract 105, Manitowoc County, Wisconsin",55,71,,10500,2,1550710105002,1534,201
"Block Group 3, Census Tract 105, Manitowoc County, Wisconsin",55,71,,10500,3,1550710105003,713,103
"Block Group 1, Census Tract 106, Manitowoc County, Wisconsin",55,71,,10600,1,1550710106001,857,110
"Block Group 2, Census Tract 106, Manitowoc County, Wisconsin",55,71,,10600,2,1550710106002,1133,162
"Block Group 3, Census Tract 106, Manitowoc County, Wisconsin",55,71,,10600,3,1550710106003,1476,137
"Block Group 4, Census Tract 106, Manitowoc County, Wisconsin",55,71,,10600,4,1550710106004,1746,186
"Block Group 1, Census Tract 107, Manitowoc County, Wisconsin",55,71,,10700,1,1550710107001,861,113
"Block Group 2, Census Tract 107, Manitowoc County, Wisconsin",55,71,,10700,2,1550710107002,1108,203
"Block Group 3, Census Tract 107, Manitowoc County, Wisconsin",55,71,,10700,3,1550710107003,656,145
"Block Group 4, Census Tract 107, Manitowoc County, Wisconsin",55,71,,10700,4,1550710107004,1379,159
"Block Group 0, Census Tract 9900, Manitowoc County, Wisconsin",55,71,,990000,0,1550719900000,0,9
"Block Group 1, Census Tract 1, Marathon County, Wisconsin",55,73,,100,1,1550730001001,1225,270
"Block Group 2, Census Tract 1, Marathon County, Wisconsin",55,73,,100,2,1550730001002,478,138
"Block Group 3, Census Tract 1, Marathon County, Wisconsin",55,73,,100,3,1550730001003,868,286
"Block Group 4, Census Tract 1, Marathon County, Wisconsin",55,73,,100,4,1550730001004,508,236
"Block Group 1, Census Tract 2, Marathon County, Wisconsin",55,73,,200,1,1550730002001,1190,187
"Block Group 2, Census Tract 2, Marathon County, Wisconsin",55,73,,200,2,1550730002002,697,223
"Block Group 3, Census Tract 2, Marathon County, Wisconsin",55,73,,200,3,1550730002003,974,288
"Block Group 1, Census Tract 3, Marathon County, Wisconsin",55,73,,300,1,1550730003001,2241,379
"Block Group 2, Census Tract 3, Marathon County, Wisconsin",55,73,,300,2,1550730003002,736,184
"Block Group 3, Census Tract 3, Marathon County, Wisconsin",55,73,,300,3,1550730003003,756,202
"Block Group 4, Census Tract 3, Marathon County, Wisconsin",55,73,,300,4,1550730003004,754,279
"Block Group 5, Census Tract 3, Marathon County, Wisconsin",55,73,,300,5,1550730003005,345,174
"Block Group 1, Census Tract 4, Marathon County, Wisconsin",55,73,,400,1,1550730004001,1573,299
"Block Group 2, Census Tract 4, Marathon County, Wisconsin",55,73,,400,2,1550730004002,1279,256
"Block Group 3, Census Tract 4, Marathon County, Wisconsin",55,73,,400,3,1550730004003,2140,445
"Block Group 4, Census Tract 4, Marathon County, Wisconsin",55,73,,400,4,1550730004004,946,407
"Block Group 1, Census Tract 5, Marathon County, Wisconsin",55,73,,500,1,1550730005001,1303,246
"Block Group 2, Census Tract 5, Marathon County, Wisconsin",55,73,,500,2,1550730005002,1047,398
"Block Group 3, Census Tract 5, Marathon County, Wisconsin",55,73,,500,3,1550730005003,688,167
"Block Group 1, Census Tract 6.01, Marathon County, Wisconsin",55,73,,601,1,1550730006011,609,156
"Block Group 2, Census Tract 6.01, Marathon County, Wisconsin",55,73,,601,2,1550730006012,1425,196
"Block Group 1, Census Tract 6.02, Marathon County, Wisconsin",55,73,,602,1,1550730006021,555,236
"Block Group 2, Census Tract 6.02, Marathon County, Wisconsin",55,73,,602,2,1550730006022,2104,300
"Block Group 3, Census Tract 6.02, Marathon County, Wisconsin",55,73,,602,3,1550730006023,491,144
"Block Group 4, Census Tract 6.02, Marathon County, Wisconsin",55,73,,602,4,1550730006024,903,356
"Block Group 1, Census Tract 7, Marathon County, Wisconsin",55,73,,700,1,1550730007001,1768,402
"Block Group 2, Census Tract 7, Marathon County, Wisconsin",55,73,,700,2,1550730007002,605,199
"Block Group 3, Census Tract 7, Marathon County, Wisconsin",55,73,,700,3,1550730007003,2391,585
"Block Group 4, Census Tract 7, Marathon County, Wisconsin",55,73,,700,4,1550730007004,960,462
"Block Group 1, Census Tract 8, Marathon County, Wisconsin",55,73,,800,1,1550730008001,2104,226
"Block Group 2, Census Tract 8, Marathon County, Wisconsin",55,73,,800,2,1550730008002,1458,203
"Block Group 1, Census Tract 9, Marathon County, Wisconsin",55,73,,900,1,1550730009001,1401,217
"Block Group 2, Census Tract 9, Marathon County, Wisconsin",55,73,,900,2,1550730009002,955,158
"Block Group 1, Census Tract 10, Marathon County, Wisconsin",55,73,,1000,1,1550730010001,1056,220
"Block Group 2, Census Tract 10, Marathon County, Wisconsin",55,73,,1000,2,1550730010002,1181,224
"Block Group 3, Census Tract 10, Marathon County, Wisconsin",55,73,,1000,3,1550730010003,1004,222
"Block Group 1, Census Tract 11.02, Marathon County, Wisconsin",55,73,,1102,1,1550730011021,5722,374
"Block Group 2, Census Tract 11.02, Marathon County, Wisconsin",55,73,,1102,2,1550730011022,2542,429
"Block Group 1, Census Tract 11.03, Marathon County, Wisconsin",55,73,,1103,1,1550730011031,1061,271
"Block Group 2, Census Tract 11.03, Marathon County, Wisconsin",55,73,,1103,2,1550730011032,1117,252
"Block Group 3, Census Tract 11.03, Marathon County, Wisconsin",55,73,,1103,3,1550730011033,1439,310
"Block Group 4, Census Tract 11.03, Marathon County, Wisconsin",55,73,,1103,4,1550730011034,1505,368
"Block Group 1, Census Tract 11.04, Marathon County, Wisconsin",55,73,,1104,1,1550730011041,1111,304
"Block Group 2, Census Tract 11.04, Marathon County, Wisconsin",55,73,,1104,2,1550730011042,1259,262
"Block Group 3, Census Tract 11.04, Marathon County, Wisconsin",55,73,,1104,3,1550730011043,1314,332
"Block Group 4, Census Tract 11.04, Marathon County, Wisconsin",55,73,,1104,4,1550730011044,2212,367
"Block Group 1, Census Tract 12.01, Marathon County, Wisconsin",55,73,,1201,1,1550730012011,4970,450
"Block Group 2, Census Tract 12.01, Marathon County, Wisconsin",55,73,,1201,2,1550730012012,1450,388
"Block Group 3, Census Tract 12.01, Marathon County, Wisconsin",55,73,,1201,3,1550730012013,599,159
